x,y
390.13879442124806,-2.039521812956842
409.69316032048874,21.54938181308339
432.813889014008,44.79207014039773
474.13859571227607,68.55623754559241
511.88801325216093,92.31210605038575
548.9417826772208,123.3900365619374
577.1903393933741,153.67816783194726
602.248556383991,175.5334609349507
565.8742545084593,196.43123315056798
524.0340622106593,219.89444060785047
485.3263741884055,239.03605955651514
449.39647627215027,246.55992811645578
422.44360550679585,250.4033708133836
389.8551316829759,256.39841329849776
359.5022959321103,267.38843424703305
324.9288258676968,290.10507227359943
290.69325394584024,313.064063378244
260.1330042960445,349.4705493739239
232.35226986383097,369.27915295656436
214.68752972009676,381.83396214300024
179.22257225899773,393.71783886490726
157.99675039467743,404.1294291757044
117.86026562185452,415.7508594724332
80.39035374945243,425.3141667879032
53.61021804390665,439.70669021027226
21.01583378747513,450.1991688790613
-12.496053563513208,456.743708239143
30.843728352880767,451.24692418719405
80.51466361604363,454.9954778453539
129.5325752491525,467.89693691997485
169.11587846994786,476.0408307238915
213.3492377901855,474.9249907638323
253.87172210352452,476.3761192610876
283.9155926643338,480.52565514733004
317.5754903246756,491.47966871409164
345.60869558268644,492.0228445549176
386.51186029473274,499.7307578013746
425.879835015106,512.4570250270732
452.64371362516914,525.1572013685249
467.3803777407992,536.4640997552991
489.3403860379035,544.9560574048757
530.5325202195232,548.290224776356
575.1161169435339,557.8457566673907
624.4732671479986,557.6200527104234
592.4912551346692,538.5917227113051
575.7885093043686,520.9025498156207
554.4029227048102,501.9167727313941
526.0140317613768,467.313578034075
504.93901624314344,433.25116887812334
495.4068745679101,398.91679131443095
488.00212397761965,372.9730153299276
477.69456909220304,345.8796277407235
471.50125404438484,309.0033606635007
475.73485276933013,280.48020084753
491.0123119408861,243.83597858460826
508.54242105020995,205.86655586048406
528.5079165523092,167.67830698853797
542.6907030451287,130.43170526355817
545.1827939904113,105.4423619554144
549.969786920856,86.98504520972064
555.2426598635935,53.15268859887049
559.0659428403463,29.31284661889081
570.2662241960298,0.9581014610815721
577.9246571773284,-37.37639555471816
583.5978998374462,8.529577998567476
577.4422949191686,47.39829124299863
583.4782805512174,95.83552835991868
589.8577589246205,130.94782124742937
590.1242763492917,156.75871999406593
581.6243125019548,186.24541147542428
568.3790808139566,211.83289513684707
545.6373354884397,246.77079173257746
536.9498286416238,271.92533062694514
526.1389877084423,289.18685028617745
508.90950524382197,323.30357273670245
503.2962203112457,356.5655430643322
499.2606486614737,394.5913771097069
484.7493289168665,438.393840450731
468.05343284923777,476.5904931460376
455.531332181817,513.5378901094895
452.3307250955578,538.742511511322
442.4631696248459,562.8450513446614
423.65408875059234,585.2148621459091
393.56325928162556,614.9952558685102
364.1386045995028,621.8013804188595
335.98828038279714,593.7779699170914
307.7258954890209,560.7988143664717
287.6946516393227,538.9256052520184
269.73060587858805,520.9746804779109
255.5217140039386,509.22536941316923
224.94206174463687,489.735607008547
192.88929584190117,462.97169518436135
167.98776528039082,430.3314661782826
145.0839502567993,410.59746308600825
129.82373307942208,400.0692587306568
103.63654024493997,388.26731700243994
86.5717010154153,375.63065939363867
61.18135005895965,366.04212973492844
26.245636916558865,349.429675074611
6.459304026421169,331.9362235416172
-13.274246853237727,317.17038309683045
3.4604428637729576,311.75915058112207
34.665826956891436,305.8891159546526
65.96332334503181,299.9737104224375
103.12034153896619,294.8328212946259
141.33064107284633,287.50513048239657
166.4730219334238,278.9938502542543
183.61274549386212,268.8306783181214
212.15498673629574,245.04211939815835
238.21438223097346,218.6444846262888
276.3580943706408,191.77724633156873
319.051729152382,162.8090044560397
356.43276497191533,137.12160409282015
387.3257748747524,111.69092455769454
426.1561230905655,83.45983874988836
461.0533522948707,41.2015304125149
490.3333095270172,9.870513780108407
512.4457500359722,-15.599819495858515
465.8084001640039,-15.81936164529819
438.1283558108662,6.540090600742584
394.0106154626356,28.653687392113863
363.4680465689435,53.87443465819412
340.3946272355178,68.58864632504222
315.49345708794294,79.58109927879465
282.91446249862776,90.41048436331698
256.7199367906551,90.89613725795675
231.35033015149338,95.12359990765054
199.3595022404318,109.39957347594003
167.79927839816204,125.47617503226763
132.8835841452418,143.40844264571717
95.91843369106073,160.56094440772023
47.66582353982766,181.12160477958992
-8.137598235821748,188.35520023545803
40.811463052817516,174.17305455323518
87.57367830935155,143.76905225221304
131.29318229758383,103.45955063929699
164.78275217655917,57.979664738441784
190.95959927497898,33.42943168777629
215.6566694522028,10.15959043153429
234.1573993617427,-7.476122445916136
276.18690712993,-0.9329140629201964
284.85263382633076,40.900437722948496
280.9384651219364,91.58239977113085
263.89340900387725,136.13271160735275
259.23404218992556,168.41806624564052
264.4727452096151,204.4107224225057
263.2536252033586,243.0146188096332
256.3097942232059,293.71520771595215
250.92118554924127,351.76999140034536
250.29535903478197,408.3491289402572
248.79370832178466,462.27778531393164
237.2020485777936,512.5278703214558
230.9169471898725,543.641243481813
215.856615298421,571.2452471370889
202.71242353064324,607.3969434784342
209.38195766239892,566.4564081158985
221.25709827132846,536.6465115530323
241.1948896870609,505.6526468541002
263.76236113920135,464.98262859494264
286.37367701824274,431.61519279701463
309.4392969644743,392.06557486818525
338.75494311828953,358.8921959527453
372.8937233052613,332.15580658708564
402.6658243250344,319.329687928854
424.64321398804833,311.14939079916326
449.05797056474523,303.21957544740985
482.8626195233233,285.4248996434448
499.7333369482044,268.7492082284639
509.04048891362334,255.94086206468856
523.4015478845843,232.02117686863687
537.98222893512,217.27183709141562
550.6971932572914,205.03925055424446
571.5165483778021,174.46895617766629
602.8923815508458,145.07760241996945
564.9855096678623,137.82163169527146
518.6706413890888,135.84457194327604
486.86640796825765,135.04717290845855
457.5053148329721,142.48502706886543
413.12562892301355,146.63312220418746
363.5561453985802,140.52928898328972
305.7451192424092,136.28900972364974
246.495758396314,142.55519973127528
190.09366786156733,138.49730197849047
149.13594559946236,134.75069184991597
100.63037644393478,144.508078900381
53.6258476847607,152.54309150671946
18.803509929502624,148.9056103233256
-11.522938054711247,139.31409978517706
-4.998266387384842,119.68588421159937
22.89821172287549,122.21123791609266
54.86636701417903,123.77399226673246
78.00708087148804,131.5233610263104
95.5766530488286,138.86628374676658
116.6303373959279,144.61859036319453
146.9203662404551,160.7020070346996
176.55788381172582,174.22558257724802
204.20767981025654,183.444822237005
242.4869647170444,184.2507344967628
291.662598292916,194.20326833931054
348.14210925295606,192.55365005450005
381.2076354961938,180.77093149987775
423.9289718981188,172.7852223051605
450.73734549152465,174.70153044347063
467.9786373665103,176.4133775345357
494.79533921998546,180.93745951088437
521.4519732886608,179.13677721162463
547.2487177910645,173.3838981441085
582.3066794210577,160.19070175062964
609.0461937734146,141.7618909404555
592.3295408565123,168.91341050370016
574.3134210200813,185.26627560256972
554.7095463580343,199.45288438394599
522.055116769812,214.88925458978946
477.3313774319005,224.14519139630175
447.20663507421625,235.52615691745999
413.75483977018825,242.2544811615706
372.9593086450503,254.07327843969603
333.6214512881536,262.75196322531804
301.738806564875,278.0671436670727
269.91962889037586,296.59854033491206
226.96250541328845,314.3837328432669
192.93178789401054,335.96327346734836
157.9042630346242,365.43631662061847
