prev_x,prev_y,phi,speed,x
444.430608932491,88.47468137106604,0.9192170674119683,21.0,460.58176219992225
460.58176219992225,107.03001074383505,0.7162369743264203,24.6,476.17254907325395
476.17254907325395,128.28505637235227,0.6328636593774822,26.36,486.3827276391219
486.3827276391219,146.19515714407018,0.5181284160177341,20.616,500.41729401480046
500.41729401480046,168.04581092849213,0.5709396391700274,25.9696,505.8810700884923
505.8810700884923,188.51075919898994,0.26089691541733095,21.18176,513.4247064157634
513.4247064157634,201.13810568877204,0.53850901712216,14.709056,518.8751852001433
518.8751852001433,210.49130266355198,0.5276313827531186,10.8254336,528.3206327927991
528.3206327927991,228.6802885836212,0.478964108400038,20.49526016,538.1833430411098
538.1833430411098,247.33013957221783,0.48644930739506326,21.097156096,549.0567625837748
549.0567625837748,273.41269903037585,0.39497687107981283,28.2582936576,560.9952609921014
560.9952609921014,289.1521825098937,0.6489229914963025,19.75497619456,570.8733519626338
570.8733519626338,317.32351678751587,0.3372478429633047,29.852985716736,572.3578457927447
572.3578457927447,350.001606949441,0.04539659170174706,32.7117914300416,566.2946448698048
566.2946448698048,386.73160418675445,-0.16359954083949463,37.22707485802496,560.0863927068693
560.0863927068693,421.7213499378616,-0.17560308000488722,35.53624491481498,553.5806852299545
553.5806852299545,455.62454717098313,-0.18958611389851304,34.52174694888899,551.2392532724024
551.2392532724024,493.4652252552663,-0.06179727081814429,37.91304816933339,551.6209264955386
551.6209264955386,529.011005105597,0.010737098961598128,35.547828901600035,549.6802047101738
549.6802047101738,550.652860088173,-0.08943524629675464,21.728697340960018,552.4271315683951
552.4271315683951,571.9133569252904,0.1284914883372899,21.43721840457601,557.4669613543708
557.4669613543708,585.4691355793683,0.35594871647306564,14.462331042745607,566.9506377279603
566.9506377279603,605.1841160020443,2.138644817005078,21.877398625647366,581.3895393856363
581.3895393856363,590.8773956066943,2.351596213263052,20.32643917538842,597.9742159521846
597.9742159521846,580.8201581979118,2.115921189544597,19.395863505233052,622.6284761597888
622.6284761597888,566.6476534975368,5.522635124039083,28.43751810313983,608.5027084085114
608.5027084085114,580.0361565686767,3.1900900647848585,19.4625108618839,609.3959920118241
609.3959920118241,567.5906668921278,4.299312720076111,12.47750651713034,596.5198234220128
596.5198234220128,565.2538170808468,4.532856639465836,13.086503910278203,573.4936741770568
573.4936741770568,566.343152991496,4.759662378333271,23.051902346166923,559.3617814460259
559.3617814460259,564.6653587238362,4.594218169460534,14.231141407700154,538.4739260802465
538.4739260802465,558.643073693053,4.431686409620448,21.738684844620092,517.946556828896
517.946556828896,552.4432022741431,4.4190712853816025,21.443210906772055,502.9095553099972
502.9095553099972,549.8093650412505,4.538990908538281,15.265926544063234,478.57037516473196
478.57037516473196,548.8132351352722,4.6714847971265145,24.35955592643794,460.6704167583555
460.6704167583555,542.3953217892105,4.368123411701275,19.015733555862766,444.4804540434575
444.4804540434575,541.6009309960197,4.663361430871178,16.20944013351766,430.37440488433447
430.37440488433447,542.3450834162484,4.765094258607888,14.125664080110596,405.2558465952241
405.2558465952241,545.156452510672,4.823849088708607,25.27539844806636,378.67909732160257
378.67909732160257,548.3273231260085,4.831137596203755,26.765239068839815,353.1177394770742
353.1177394770742,558.8935523990555,5.1043655091074625,27.65914344130389,325.13631049264654
325.13631049264654,574.8180289975821,5.229784572830763,32.19548606478233,306.1773868053741
306.1773868053741,593.9256139258803,5.501692426685029,26.917291638869397,288.16442368666407
288.16442368666407,624.8063922698939,1.8722723912859174,35.750374983321635,321.4071225262894
321.4071225262894,613.6959806795386,4.385366906491159,35.050224989992984,290.4896092499385
290.4896092499385,606.1286253593055,3.4014302824680684,31.83013499399579,279.7615835125112
279.7615835125112,578.6505205074944,3.5138139864859066,29.498080996397476,266.4469108424057
266.4469108424057,558.0856700507622,3.7161718040205844,24.498848597838485,243.7063422466647
243.7063422466647,538.6734257675758,4.005785874471355,29.89930915870309,222.04842256229955
222.04842256229955,513.0640854766413,3.843587333395415,33.53958549522186,212.47126189375524
212.47126189375524,494.4608233467575,3.617018593544391,20.923751297133116,198.901218279431
198.901218279431,468.43149459898757,3.6221635358034954,29.35425077827987,174.76708473600684
174.76708473600684,440.10628479632584,3.8472682514517706,37.212550466967926,161.20363639021787
161.20363639021787,417.0760059476212,3.6738399756570916,26.72753028018076,156.17699112252586
156.17699112252586,395.20981778277064,3.3675490628345237,22.436518168108456,153.37661486695907
153.37661486695907,379.19084031930777,3.3146599450477385,16.26191090086507,152.60826984524292
152.60826984524292,358.2477833063406,3.1782635454562556,20.957146540519044,159.63767743850818
159.63767743850818,330.9644930185152,2.8894315930072274,28.17428792431143,162.5774890988657
162.5774890988657,311.8850790694768,2.988712049459445,19.304572754586857,163.19105269606678
163.19105269606678,280.708372357166,3.121915001034563,31.182743652752116,161.03191555719164
161.03191555719164,243.2609200507889,3.1991866724315647,37.50964619165127,153.3439894255988
153.3439894255988,212.50132372016014,3.3865109478118818,31.705787714990763,146.90043664553838
146.90043664553838,187.0818204934211,3.3898519445796658,26.223472628994458,131.15245436740295
