prev_x,prev_y,phi,speed,y
498.1557163146925,367.4144671554266,1.6354443474402107,64.0,366.7394530490838
537.7499628153678,366.7394530490838,1.5878429631399227,39.6,359.3867746691554
570.289595890148,359.3867746691554,1.793024992177651,33.36,355.32035783540846
591.1122496627635,355.32035783540846,1.7636571513286796,21.215999999999998,341.2913128439864
619.7947400146952,341.2913128439864,5.83952673853969,31.9296,398.35264259781036
607.5622914068748,398.35264259781036,5.101393685375882,58.35776,405.32850245068346
557.430656870273,405.32850245068346,4.850652004122318,50.614656,402.00896664268276
520.0088058393738,402.00896664268276,4.623914739808911,37.5687936,390.68230280070145
476.1050701210077,390.68230280070145,4.459905870611812,45.34127616,384.65098319983434
436.9622463890993,384.65098319983434,4.559506396408144,39.604765696,369.9893397114837
391.0852670040089,369.9893397114837,4.403061562838079,48.162859417600004,360.8456287881517
324.4116209185115,360.8456287881517,4.576097872852461,67.29771565056001,363.49805150236455
266.09327883611576,363.49805150236455,4.757839450307985,58.378629390336,378.14533023169673
215.54550884013014,378.14533023169673,4.994435170177747,52.6271776342016,397.6976983780861
152.114294322833,397.6976983780861,5.011392918714389,66.37630658052096,409.35221981735987
83.67372443289646,409.35221981735987,4.88105780900523,69.42578394831258,417.11728634571404
8.015689070760757,417.11728634571404,4.81466460264987,76.05547036898756,418.8095416380363
-48.79239345348979,418.8095416380363,2.8998094479974212,56.83328222139254,350.15575043170656
-36.76148833392841,350.15575043170656,0.717721124715017,69.69996933283552,395.1284562313864
17.686996807511427,395.1284562313864,0.8804205857726414,70.61998159970132,427.2675097436967
67.37004740622173,427.2675097436967,0.9966163957929162,59.171988959820794,441.6710611087588
109.68922988977704,441.6710611087588,1.2427395127451408,44.703193375892475,453.9566399084204
145.6715957348709,453.9566399084204,1.2417735801219276,38.02191602553548,474.2959626932809
190.92396101455003,474.2959626932809,1.1483879766645075,49.61314961532129,494.3392462912455
240.38504107785104,494.3392462912455,1.1857865214035337,53.36788976919277,506.64364270659746
294.6277167506774,506.64364270659746,1.3477314503474669,55.62073386151566,531.8132745992075
343.49957802878583,531.8132745992075,1.0952107733428231,54.9724403169094,552.3817191738066
391.45844605823225,552.3817191738066,1.1656466053287668,52.18346419014564,585.5841442239422
445.83282490582286,585.5841442239422,1.022599996207576,63.710078514087385,619.0190535539018
500.20074860709883,619.0190535539018,2.348931070416495,63.82604710845243,567.0897331413886
553.3344108260371,567.0897331413886,2.3447319462051333,74.29562826507146,522.089911558582
612.303040707013,522.089911558582,4.411604528790794,74.17737695904287,491.1843967684013
544.069457788274,491.1843967684013,4.287095323525481,74.90642617542572,457.02597257399367
477.8124696288289,457.02597257399367,4.236383264346294,74.54385570525542,412.96291421105633
432.051794537206,412.96291421105633,3.9458879901933632,63.526313423153255,361.9352312410379
379.40789319360783,361.9352312410379,3.9425793455823457,73.31578805389196,333.2929836921642
327.61006167993554,333.2929836921642,4.207274303471732,59.18947283233518,311.5160143458934
275.67746519287573,311.5160143458934,4.3153294529496895,56.31368369940111,274.87759394650135
217.69497877006842,274.87759394650135,4.148852032286146,68.58821021964067,260.0342023642069
160.02154695616957,260.0342023642069,4.460486283312099,59.5529261317844,230.21617796683475
95.22104704068786,230.21617796683475,4.281125496460565,71.33175567907064,213.08744383419636
45.70067481864789,213.08744383419636,4.379377921470495,52.39905340744238,191.94131788177532
11.936467396735495,191.94131788177532,4.152863828410268,39.839432044465426,165.79684637270674
-36.11513967628707,165.79684637270674,2.139244233093102,54.70365922667926,127.16675716485312
-0.08875283223223818,127.16675716485312,1.750528090226812,52.822195536007555,125.7657234646645
61.588653944602385,125.7657234646645,1.5935079301648847,61.69331732160453,126.8045072825985
104.59209982591588,126.8045072825985,1.546645196053654,43.01599039296272,133.11823058037265
145.51753681675194,133.11823058037265,1.417729252175572,41.40959423577763,147.24729549749685
200.57940712043288,147.24729549749685,1.319612389627277,56.84575654146658,169.45887318868523
267.9181986048163,169.45887318868523,1.2521856846629906,70.90745392487995,185.36273636838374
322.18001289312264,185.36273636838374,1.2856864271979673,56.54447235492797,184.06515154081998
380.4922609339122,184.06515154081998,1.5930450097201463,58.32668341295678,172.59022620871175
449.74401842243907,172.59022620871175,1.7350030391897986,70.19601004777408,172.69761966509816
513.4615339473685,172.69761966509816,1.569110866308749,63.71760602866445,174.89797441933018
552.8306561896218,174.89797441933018,1.5149640448839368,39.43056361719867,171.19645295934353
577.0072780573466,171.19645295934353,1.722719931385226,24.4583381703192,170.54450451655083
621.6775237197421,170.54450451655083,3.147191895925736,44.67500290219152,123.73134323038475
609.366060607175,123.73134323038475,4.384017529348712,48.40500174131492,88.27158536086947
552.9400456841709,88.27158536086947,4.151327491981662,66.64300104478895,34.22839602258779
497.83123055847534,34.22839602258779,3.936753275671014,77.18580062687337,-39.9584150163779
456.9368302647524,-39.9584150163779,1.38613270359502,84.71148037612403,-7.745033016263022
538.427747306037,-7.745033016263022,0.45927049831966515,87.62688822567442,41.79489438177943
571.8789305752107,41.79489438177943,0.593912345033262,59.776132935404654,90.3570968740919
