x,y
188.93564821511245,575.6284914547405
222.72507624594465,587.335419034136
255.2806524401893,593.0654796499349
288.1875382504407,605.0858787793763
249.92250327308955,599.8605695437719
227.42424755895098,590.4889339739022
206.08477737279787,582.9763580767655
166.49294393250597,577.4623968871007
138.2025370108217,579.7700996022916
100.77305995707715,580.0630734617349
73.0105819814492,573.8081651567338
46.198366670541795,563.6414478484471
14.236071049775308,561.9883825080894
-29.637773026180415,558.6193186085075
13.113792870684396,501.68074916262555
54.47213956721771,472.31894681434983
83.60741432990653,457.18228059120645
124.50694018086034,447.20208727719256
162.52665063262572,445.45666780674236
190.32639367960064,439.47569906566815
229.64910805252813,429.1276245617122
269.3390774676796,405.09890645831416
335.3686825022448,374.82695179219684
400.6512753235494,325.8989389667726
471.4947685261012,272.1099598672421
539.72507934258,216.8997312266022
616.9950893087088,183.29297688418913
562.5764532446846,173.142842456768
498.99671506181375,156.93015231293307
455.2882541255259,137.65823407950748
427.62616267171643,115.47036943851163
388.5141855997732,93.46650247708509
321.98432109354775,63.60046385591875
259.8307007120236,26.167275978597175
213.29287938760532,8.06832473850097
159.75716527767756,-31.816852695420266
233.63259425530504,-41.096862303712534
298.37105160213304,-55.278649143171485
256.8072591711068,22.019472690317322
202.5001962261299,83.26942512506332
150.70910872675435,153.81427479360414
116.13940624863355,232.6793861227262
97.40248555662676,288.48321500172403
69.5857654949214,365.32244825788484
35.30867873156574,424.31928436914103
7.347607192351237,482.93023591020597
-24.420085316891747,522.7809300330616
35.19477653882883,484.25889685139987
92.01437427222643,437.8136908445578
118.94325050363176,400.48021319394616
156.28178577356374,359.2572229692937
201.12683032664864,326.7775273250031
241.3469933657991,274.9247790998298
291.7449024388904,239.89923167670997
357.8476558705282,190.66323061576668
436.4149105030383,149.59236178199706
508.69464662335787,79.91926550814173
559.1166962267897,28.19302007147983
632.5965349023999,-19.021708252806164
681.7962835748167,46.08384466768965
600.5005950514172,87.77545252799345
557.7832070424025,39.02543685589154
529.6050847951509,7.75859052324849
492.38458651655435,-40.385887877873955
518.6056768614543,39.114169406378636
526.5161999004623,93.97435655237469
542.2018725910484,139.82189362212762
546.0950596880193,185.1288606405903
542.9883908393477,235.91829262618256
547.9734248482383,289.4171556205768
556.1241305173199,343.4441610320416
563.2345121344023,380.75571911975726
582.437708968882,448.4754574508892
594.2354366224339,527.0283448718783
608.1481932516077,587.0985688994199
550.7927163727048,633.5337747048114
488.8110228634972,611.214643324402
551.6916478630119,616.7822861216619
593.1522474246623,589.058073325181
630.053565981792,556.0266261572054
581.9945766687778,598.4661356894687
536.7280750440639,652.474038796938
495.73460448490493,593.9151448675108
465.2252998481095,532.1505506665427
435.3825891521168,469.1255343949596
397.37324050252283,391.268095990803
384.61937709870995,335.93490258360396
385.9509327910909,295.08619582034316
393.8870195364654,271.46127932545994
412.5645803197143,217.6576339028028
416.4197849975325,139.98123790627736
421.55390985263165,46.25855184260152
416.492903509115,-32.29650878290886
420.5944878796447,36.411930578783426
421.1604517220931,96.10769987144327
421.78427735989646,170.72416346904026
398.48134525805153,258.45345263355665
361.3996306632818,328.95961270364603
334.5747319268601,381.0568057774834
285.7504572684451,430.60065947660996
255.0313063120891,462.8452858742547
227.5570274180169,496.08071729536607
185.48561792638594,535.820392583962
132.88236552739147,591.1212926624772
84.88775696561899,668.4288250045018
76.32059962528481,596.3396096075069
63.04982814097645,524.3954328930524
42.2450029895339,479.9268756009222
-4.760300337945118,425.5770149792875
84.29852906783279,422.43874143978655
177.12029568090816,411.4627079904404
269.3404248780614,371.56415130015034
332.7399762693266,333.61643703784586
371.68880713433896,310.0312765743762
439.02742487348115,285.34815556333206
481.6007796703175,257.9418863649453
533.149721946618,226.50384324891297
591.0500461293242,169.25010618406827
626.519930959639,115.91041596142986
574.6163113372503,119.59023436689243
524.6197171896785,136.6292753691033
492.49469615750303,141.50024594943153
439.03511219496,143.4553446798022
372.5973223102468,146.26547242615928
317.934862585212,155.86123119833655
258.62157555611475,169.66778483039897
218.40746974939458,177.3397896832436
184.84325991807478,183.71143484468476
161.9513050647982,183.17745807338605
123.46158598790247,181.23091321291855
72.34224346416687,187.67047413274065
37.21026429529219,191.2514165425786
11.2266913313062,191.7525123844639
-47.43495498612395,174.3341394494161
-32.710207261138514,133.8106127163274
-25.70429461067931,94.15522918571241
-9.290971586723781,30.88790516466557
-3.0802470594812723,72.03888467823649
35.222364930773,38.41043952441154
69.22102674917892,11.464198551562603
110.1002546255059,-47.84098944433841
104.43285815066218,39.593090950106166
105.58618035846048,112.9545651148812
94.0663730676143,170.63783647229374
84.90651350124874,208.43721586310036
73.51106766697762,249.83343603398504
67.74985651988501,300.870918830681
65.20108968043984,335.19338709390144
80.17687496554062,399.72874732156777
85.77024552009277,458.8146999841645
98.02090093632921,517.1523502112437
133.52669195917102,583.1769358969858
146.8284723708968,640.636997375918
159.55934216248372,599.9965806202462
173.58218002609559,544.178400621024
193.8510913901288,492.6928973013652
240.2003424795894,427.9801378416049
280.4577581615338,370.51990411379865
315.0524636748695,304.5441165574914
333.5066796311238,236.29779231008513
352.27258274529555,175.0915864566205
370.1788271297144,116.5581799696336
398.29721289457854,72.90349406846721
410.1273707663751,37.25943445973661
441.36662362589544,-7.439796960067561
432.56620495128453,26.97290246365133
406.0594528043102,72.3040381131334
395.3360782125365,118.58522774361231
394.74616547169313,180.68677895949384
384.65577611127134,218.63064180317207
374.4305779064058,268.34760004914466
369.8159603232106,338.65085421174587
348.62773004355614,403.97314703339737
333.07797568631895,445.13775546874854
327.03097959400463,474.5242265839491
305.73675955595473,514.3954502356007
283.4367262120233,558.6110206241192
234.6473019346521,614.3985679874341
277.8600978920456,583.9416314393899
310.1877830974915,566.1078623650251
368.3093003227578,538.9526413597227
408.08029520935685,526.4450908813135
445.05009273934456,518.4955552415292
468.7847398524629,515.7852319843236
497.97888046199375,520.2484331131644
546.1681538323809,535.4163126825384
611.6215029882933,550.2446577840327
585.9091954457391,585.2914092822919
566.8716242590081,636.7639307145821
556.4287069465807,593.889196497277
560.741979309345,532.7642748985024
577.1630011537517,487.2710398745895
596.8455495062377,434.6093765689846
638.7580233228267,366.31258228777915
565.1042938923555,342.9205832449944
481.398001898957,317.20452804293444
410.3690181365482,272.09906879051994
372.20436112457185,233.77716083817091
336.3656163460979,174.5215636747969
297.242526372117,102.9684917975771
275.7637042641324,22.868060303602547
262.7797819267222,-70.39055808370384
338.8742370295599,-70.64300400890642
373.15751761750073,-10.92757302483458
420.24017717001095,-15.60222741545046
436.5754477264501,10.495477881598287
465.6466468735045,44.678223433408576
520.78122551206,78.96066058170837
570.251739000943,103.79548334423072
623.8559064270285,127.00375231439662
591.8397855863992,162.02143799807735
556.289852691181,216.75884321474445
506.5343129422287,258.8344622031979
455.56562974468864,304.2946499478469
386.6221489653864,351.89244639876443
339.9191970277931,387.3977686238975
297.7120455500555,410.2574305673115
239.0141806051896,443.78841959295784
166.11492664155986,474.12626689427503
113.86145249009812,505.55315267507626
65.63605033580109,534.3825372445565
-1.660022854892702,556.7356221301768
45.628330599492976,489.5648574499951
83.35330815080793,449.14704984951214
124.75265617816123,404.11137303003295
194.25711956905883,356.4013572409956
243.00997082297351,338.9497494335977
274.9767600466733,320.98409772822987
341.6240627387391,299.5747229181713
405.18468070497914,274.3014299237976
475.07790264106944,264.05308332874245
546.4738505344544,231.69996403442826
618.4908915833986,222.27919112902495
597.1331912853691,266.57772586879025
569.6908972611411,304.37277976003213
532.3007707704625,355.3559076431057
470.6748903009225,412.9281514602196
423.62671850954064,492.2215406612311
351.813600355502,555.5087961665653
282.92866150607796,608.0446247728065
358.4472868508967,546.2492553414036
425.2153313984361,513.0924340000344
504.5654180248932,481.17535954517365
580.681714457416,421.1816802029208
648.747879464378,369.68732883897
593.1427119199791,417.9213682810309
543.658237312677,448.49230608003023
478.392667804019,467.9337392218935
426.3348999987845,467.47410939010814
349.8903160504616,459.72957904660205
265.04755920973554,456.57111801815194
171.92339708643186,477.01080283736206
79.89043388193366,501.3796346126606
4.7707662840878555,512.393100950758
-47.060631243582755,515.9549431009796
1.5419446651596473,511.8910258767112
73.53779235300897,515.0084786223589
156.42153109719322,543.4813148667828
227.72171829199905,592.6022175929943
268.57007597395074,634.8270440981837
337.8950437621939,628.108103124341
389.5700794574989,585.4778896069665
423.4757229157259,552.3630602830983
455.61236923892284,521.097504959925
515.3677409822079,483.68358473675136
576.6066224374055,425.16799837447707
632.0569555545,363.11207446162985
645.6501354311608,306.3855955045951
625.315062629256,380.6513199900128
577.9693124375053,369.68286526596467
530.4351668162465,355.658655991181
487.79704833804004,330.83891161860817
447.5691272790208,301.82123031580727
381.18003985728575,274.57938478404327
338.9138947702544,252.13339797784352
293.367715847686,220.39474668078032
248.89445207615867,199.10054639827294
202.28638000452287,170.30670233268813
151.95066397659156,129.3852717718239
93.829797867727,69.68082070792755
60.0892381151122,22.51273830110059
34.86188080535955,-46.62460297098756
-18.85708551404955,-58.227169508930984
-5.7170835290645705,-18.15176499808095
54.59632036184895,-5.1221283160632005
92.42479780085047,22.130345334549567
124.52930488973847,39.22852702797471
167.1528488704424,51.0190302171985
204.03211224807518,75.2631500395891
228.3543032266717,98.56169291311492
256.6814989377166,143.83895826441525
286.24391267689435,186.67296319055066
326.8520361151171,237.20537771436256
363.90862909487373,277.1634443664333
402.23733910563396,314.4852533232777
435.1043573790493,375.0392100490574
452.4636041006211,446.2943322848132
495.937398008462,522.3496034013393
518.2238159893237,579.9505872059734
539.5077974055386,614.5916788175623
489.3616318662315,604.2851567893763
511.1357018650174,578.2807986055437
546.1324755288505,535.1412009613516
567.8412502778522,503.30900713392913
578.40778793591,480.08152264512216
586.4586710851605,466.5903289801272
602.1630526866962,416.36166811470554
562.2336529499491,427.94602390039574
503.37562179193634,447.8909288943172
433.7827798221906,451.5184279862906
366.8756357063669,434.6026301223872
304.20941274936274,401.2110100178552
262.50529539035404,377.8436594250245
200.3892898018566,332.8788428716048
135.73261012238305,285.07488387709253
91.44929396256839,256.60447240695413
25.0494775299113,238.6384273941196
-46.505875512583245,222.8686136500069
-36.66534111084745,143.51294085842687
3.5195616193507604,103.96976531112529
36.401084431838605,59.847659946910206
62.85450157626428,23.424217935403036
105.44239835091491,-14.475297278729798
125.89736066911946,30.497223756754458
163.9617278149859,86.41452329823821
200.93788972594672,133.394729704582
232.77818622234088,165.85804344383246
270.3218872670555,205.34053199976867
308.75612576106363,231.84989399781097
368.15026718482386,252.29296403031987
410.8161179030903,259.60763212656695
453.8303730316785,275.83385141112547
482.87877338594444,288.2325084966166
545.7249220096442,301.10184531311967
593.0353229005718,322.8988972641603
656.7698588650483,332.5030611538182
603.1905447172685,350.96991889113497
557.1645339756042,381.4499140929198
504.2875407901995,398.38288745746513
470.70968992616986,401.4013723045888
413.58819334122643,392.3899059592195
357.33557630546613,363.8093964413939
309.0058180777485,348.6280346543589
240.5885971844433,324.96167953635495
184.36610764724344,323.6885475860277
124.05009060420737,303.0720812161254
52.32413503077336,268.91156913250353
-3.695061579612279,247.23405465320815
9.434857387767533,190.28781517600547
11.396710478580637,136.05910940243098
15.53214977536896,77.64680668527876
11.35645856385326,37.528427771767035
9.447347860085756,-1.0253966474427756
29.168238036907834,53.05152568692293
41.92510930201028,128.5172803104429
57.213415124095675,203.70043567443173
54.17060121598814,285.27680442583255
57.214677832134136,348.98397804227506
64.789867930767,412.4010663357721
63.24472632125656,463.09827463184706
58.12557921910752,497.95684357658297
63.68833641056508,538.7184885180695
65.99520210001683,574.1271039319217
65.7411670073004,597.4159275487939
67.77347738901604,629.7262001146835
93.09211158705484,575.523482435522
108.67903306536863,506.5685233022193
120.81159141824574,422.2198071207822
113.50098864638909,369.191274567217
105.70518010715047,309.1774429406232
85.78908578003248,250.1351795081945
63.148570696244334,213.59415942398385
55.157659362089305,182.8229034736579
39.6309498312587,145.22784704828075
22.008705840806197,91.64622719076274
19.91151541696247,46.25159527370093
26.664551062393624,17.36460880078367
44.412680792104545,-44.33287449764892
109.66873773579684,-8.34909274901036
44.56031887774324,22.18291587019352
-18.12080049767983,65.77139677413848
42.22921545684236,36.65126961159725
85.20520337735184,4.277863450510623
152.78614110848076,-39.06002313420473
96.82859794361016,24.882274274016375
37.52376369528638,100.09599127536677
-26.950858493257897,173.7260674406748
47.73019114791701,198.62207431528628
129.41053799198315,225.64018026561888
194.68302579230942,252.06821001276415
270.2285894557465,287.5234932516263
337.70268727664205,312.8511461090425
381.6189488043846,337.66694950150645
420.9089828814548,352.12452324871947
472.8011575332627,374.0122440393885
541.7740310897645,406.38360329833824
609.4638692980218,450.7155106070075
527.4302585754635,402.9055139901653
474.62227659830137,353.1296841710856
439.5589682378258,296.34051247579475
402.79146852293206,242.44191901554325
380.3193129461917,209.90015381228216
358.59685101280553,144.4843269114841
351.58337922501033,93.204803379301
329.0695834214671,39.04357886441504
311.2068264971973,-24.900807879599476
304.90122129554015,18.074550914250764
307.3712136123634,59.26185123800863
303.14724265050745,88.51524729793468
297.3378846620754,105.6935980135771
296.5593001574889,117.74892200895017
297.6544457742229,169.3855740107977
321.52826981789315,241.73747728441595
322.67827320794913,327.4431372652611
350.0217188542086,413.8478529919795
382.7486147908786,495.07992061520247
393.9811923444417,559.8593727694338
393.2197260740554,638.5033398313606
461.29751258612816,619.1012846038899
486.6931405435328,574.0993174064442
509.1352733639154,545.690295025551
563.7414811622359,506.3144270554326
607.8128628282827,455.0642441457503
606.9696104953722,506.8134151239667
565.2337761937753,472.1496601052013
531.9101482895255,424.98134966939654
506.0077279948762,366.18258440785763
487.7857471422629,283.20912521988095
489.1001859170594,186.64760142885416
473.4354589124224,91.9927665100688
452.71203963016893,5.6803650491101365
424.8796441749738,-78.28624513184396
509.0415824225307,-33.20470202545445
567.9961032557231,48.66233779993091
602.081035251478,135.11708796991508
550.4135302238237,224.63520296182338
487.4313211149072,313.3707393120988
444.3068704423268,372.1338919712673
406.8681767953506,422.2216214749162
379.6214637108584,462.61052768388157
358.6551050138419,511.9745731582914
346.6506904411206,545.6798767236247
310.2080169276374,601.5054295387689
258.3503848350653,567.5223319760128
228.87265007739435,535.9417952977933
198.00388376777758,476.79196166080334
163.3454821658129,442.39180951151064
134.52756625795408,402.88654252363716
100.41281750657386,377.4739837496354
41.81702494648925,339.31822389041236
-6.756935922439567,326.04720288479086
0.6248654817240178,288.14683813401905
13.006404903061007,244.29370820342618
37.12029838148966,183.99618925792748
64.69026651579568,146.4711069918643
78.7814219517694,120.96627365321771
86.6000382708864,83.89873519920366
96.91160913995313,62.74862238137875
130.31258747264428,24.848274666597746
155.6187269033902,-28.571584381216773
206.08836309909725,-24.110011788704497
161.99096187509105,-14.187925195467347
160.92186862640054,41.32170492187856
162.13639590788378,103.02170705160134
160.93315520904716,183.63990101629855
160.02488738671724,258.81071769673554
145.12285867594244,328.3374161755322
119.5047682457083,399.7445546085823
95.02661605046069,439.06611036600884
48.55275428228086,493.2586696950595
12.646043597592332,549.1536798775977
-43.277278184371,607.2805369447461
-36.02029785545498,517.1758778237911
-19.984575124686653,427.15512052259356
36.73169676392037,468.9672998951404
88.4249400217667,513.5727144937946
142.10215053868953,542.4808537888815
198.49723175381013,586.2380416417802
251.04500636274366,613.5635520900255
215.6046488612246,600.0291375778684
242.99461284162038,550.3127190420469
273.15945489707633,505.93725494277385
288.65093964477956,473.66886475880887
303.21137868561493,426.80195803852354
305.0991576574542,390.60518745485103
302.43833407204204,368.2151604118505
299.9973230351637,337.58372117892196
300.1182541400962,313.5468971483737
296.317491505015,295.11235585639315
276.4917113225892,253.05796800579049
257.84736066137106,213.76048821299725
252.8809714778192,182.8594286183811
236.17459834334204,129.01298097331897
230.32642288193026,73.49299868929106
241.94296691272118,10.25481354249532
237.64642914867693,-36.92773513828522
182.49202213778892,-44.16078051122889
228.2245334704793,-31.79055275767349
169.49579809656728,-8.37235603513949
251.42686761331146,-9.210754171268915
265.74765628489405,49.83871926222505
277.83262623290483,109.89153252685517
298.1260713642801,174.3254061867754
315.6296627134571,222.58140988633025
347.2199982761352,270.745169549173
364.3967537139736,316.592836512209
379.49532393899034,374.4303661396639
382.66058274678915,433.41097563031747
382.3552322727197,490.4494474788498
392.5132735914319,523.9675753752363
399.09314566970386,546.4381656552023
402.5727797623184,573.0602123812723
396.9300568388517,606.2936677116621
444.39603968212094,584.5111371911721
497.5428285076873,555.5294511827117
561.543995624037,501.86721662386077
