prev_x,prev_y,phi,speed,x
437.3366848951823,496.081608015584,4.084632152500438,33.0,401.51660114270913
401.51660114270913,465.65264812593597,4.008188527030326,47.0,380.4616555563561
380.4616555563561,435.2275061154915,3.7469458960289956,37.0,345.75841888674194
345.75841888674194,388.00838536284783,3.7753857068907255,58.599999999999994,319.67565976345674
319.67565976345674,363.2533600848021,3.953101948725269,35.959999999999994,289.95758324232213
289.95758324232213,340.9174942210397,4.067869828099189,37.176,253.66608697787552
253.66608697787552,324.32278993781557,4.283512816616275,39.90560000000001,232.1572210176779
232.1572210176779,312.92244515373767,4.225006959841732,24.34336,181.28958957302473
181.28958957302473,299.5106223617683,4.4545945784029,52.606016,114.12674540362237
114.12674540362237,299.1899705602955,4.707614772722361,67.1636096,45.893050314556646
45.893050314556646,302.1568377081204,4.755842578312502,68.29816575999999,-29.861763071910786
-29.861763071910786,310.1838527890114,0.7673687042716133,76.178899456,25.45078195786958
25.45078195786958,345.65182213193214,1.0006122380485172,65.70733967359999,85.30446626709396
85.30446626709396,373.0450441181246,1.1415825527230012,65.82440380416,144.55427369808544
144.55427369808544,386.20938691184506,1.352164068848146,60.694642282496,193.71855041356963
193.71855041356963,388.4822391178832,1.524599468857702,49.2167853694976,251.64819788910722
251.64819788910722,388.26066495194635,1.5746211918696589,57.93007122169856,321.97239436739073
321.97239436739073,408.42515369354436,1.2915521885544086,73.15804273301914,369.85235616292766
369.85235616292766,409.6182930508152,1.5458820947394214,47.894825639811486,415.449532027135
415.449532027135,396.1775350384428,1.8574496600647588,47.53689538388689,449.0738144462398
449.0738144462398,388.3554131555927,1.7993641026495102,34.522137230332135,473.7299010892484
473.7299010892484,390.0358045921346,1.5027483449707622,24.71328233819928,490.157457185634
490.157457185634,390.15233528923966,1.563702834500699,16.42796940291957,522.4826497503067
522.4826497503067,385.5104269689603,1.7134216289194968,32.65678164175174,579.6747977808577
579.6747977808577,378.71815298255854,1.6890049953862765,57.594068985051045,638.6131184322932
638.6131184322932,371.685266420454,4.129919093555389,59.35644139103063,591.510447161275
591.510447161275,325.4341182234885,3.9361120234276514,66.01386483461837,552.0218464721087
552.0218464721087,280.2495107458506,3.8598215424598514,60.00831890077103,497.6496944248402
497.6496944248402,240.07359836177716,4.076025886246967,67.60499134046262,462.44650319200696
462.44650319200696,214.75394896806765,4.088864647726023,43.36299480427757,416.1191100543864
416.1191100543864,196.98604496810253,4.346161778933967,49.61779688256654,375.6222049050629
375.6222049050629,177.43195166881156,4.262552005003937,44.97067812953992,327.64241066030377
327.64241066030377,151.40929836835076,4.2154249806521396,54.582406877723955,264.3838630133649
264.3838630133649,124.48640444289794,4.31000948720712,68.74944412663437,208.20637953660975
208.20637953660975,84.68229756844748,4.095953101908825,68.84966647598063,174.82949654386286
174.82949654386286,44.14511999386761,3.8304189145608936,52.50979988558838,128.0717031109909
128.0717031109909,11.361125789027568,4.100894956737656,57.10587993135303,100.63231402548735
100.63231402548735,-24.88818180540811,-0.4723371505702536,45.46352795881182,74.04205022284069
74.04205022284069,28.985169549140934,-0.45849029731891444,60.07811677528709,47.17925619952038
47.17925619952038,63.38632597950963,-0.6629663077690935,43.64687006517226,30.028291365758367
30.028291365758367,92.49786314607644,-0.5324008777740196,33.78812203910336,21.659248271252373
21.659248271252373,116.55667417116389,-0.3347650540375902,25.472873223462013,3.481701076943164
3.481701076943164,157.15690167104196,-0.4209565330458508,44.48372393407721,-34.351692041665686
-34.351692041665686,206.13685138849036,0.9777719898948878,61.89023436044633,27.45199931243137
27.45199931243137,238.8643285100686,1.0837975648918017,69.9341406162678,71.28130591708671
71.28130591708671,247.94688561535042,1.3664627665638513,44.760484369760675,118.70062774593612
118.70062774593612,252.6934583922965,1.4710307812467538,47.65629062185641,176.06466876802156
176.06466876802156,250.84626202796525,1.6029864978732595,57.39377437311384,229.34358977796418
229.34358977796418,237.87041932256824,1.8096910236790587,54.8362646238683,294.1600305954357
294.1600305954357,241.19717325927041,1.5195155523180905,64.90175877432098,369.8914337481615
369.8914337481615,242.40631721818806,1.554831467050065,75.74105526459259,426.902343929196
426.902343929196,244.36751393116955,1.536409511392031,57.04463315875555,465.7841003807788
465.7841003807788,241.00618023271798,1.657032072507719,39.02677989525333,507.79695803787627
507.79695803787627,248.15104117667053,1.4023442844300482,42.616067937151996,540.800619920363
540.800619920363,254.28937020465315,1.3869081374653964,33.5696407622912,583.9342894660961
583.9342894660961,269.51426418997954,1.2314780272600945,45.74178445737472,620.0689432188486
620.0689432188486,293.63398566586835,5.574429970005035,43.44507067442483,593.2433029649897
593.2433029649897,351.37372339931034,5.848260016812006,63.66704240465489,545.1020291606573
545.1020291606573,410.9557030104562,5.603595122963141,76.60022544279295,481.38373029863317
481.38373029863317,459.2630691344227,5.361079117968149,79.96013526567577,407.77969793856244
